RBP,Cell_line,RNA-Seq_exp,Control_exp,RBP knockdown fastq files,RBP knockdown bam files,RBP knockdown RSEM,RBP knockdown CUFFDIFF,RBP knockdown DESeq,RBP knockdown MISO,RBP knockdown rMATS,RBP knockdown DESeq after batch Correction,RBP knockdown rMATS after batch Correction,Non-target control datasets,Control fastq files,Control bam files,Control RSEM
TRNAU1AP,K562,ENCSR889MBF,ENCSR341TTW,"ENCFF735MYQ,ENCFF932BIG,ENCFF078GVE,ENCFF958WDB","ENCFF198QWE,ENCFF040COG","ENCFF225LTY,ENCFF825EXV",ENCFF081IYR,ENCFF830SNZ,ENCFF353XFT,ENCFF635FVR,ENCFF624QMV,ENCFF818FWE,non-target,"ENCFF378KNS,ENCFF467IYJ,ENCFF860BAF,ENCFF593JVU","ENCFF088NOQ,ENCFF986GCV","ENCFF991WLV,ENCFF201DUU"
FTO,K562,ENCSR688GVV,ENCSR424QCW,"ENCFF864UWL,ENCFF821WEY,ENCFF644HMG,ENCFF585DOI","ENCFF304TUF,ENCFF286RQB","ENCFF706DPN,ENCFF848DXS",ENCFF858PDM,ENCFF875TXG,ENCFF657VVV,ENCFF042FFV,ENCFF993TNZ,ENCFF091ZRC,non-target,"ENCFF791HTS,ENCFF691MJX,ENCFF078MXU,ENCFF656RXL","ENCFF847DQL,ENCFF523LXJ","ENCFF726AVK,ENCFF945TIU"
PPIG,K562,ENCSR529MBZ,ENCSR032YMP,"ENCFF460HMV,ENCFF911AOB,ENCFF253TRI,ENCFF728KNG","ENCFF306XSG,ENCFF138BHQ","ENCFF540COG,ENCFF956EKA",ENCFF724BVF,ENCFF536JMO,ENCFF801YEV,ENCFF576GHJ,ENCFF368DJK,ENCFF338ZRJ,non-target,"ENCFF743EKS,ENCFF553PEN,ENCFF352SRA,ENCFF852RBO","ENCFF471AKF,ENCFF083EEO","ENCFF951HPS,ENCFF809LLU"
DAZAP1,K562,ENCSR907UTB,ENCSR815CVQ,"ENCFF036QID,ENCFF863ITD,ENCFF058KEJ,ENCFF140QAZ","ENCFF097OIM,ENCFF304ZSG","ENCFF142IYS,ENCFF252KJN",ENCFF175OXS,ENCFF780NIM,ENCFF137EMU,ENCFF880YJG,ENCFF048UVJ,ENCFF455WUW,non-target,"ENCFF312ANF,ENCFF124WIZ,ENCFF339ZUH,ENCFF292HLM","ENCFF461TSD,ENCFF985IXD","ENCFF098AIT,ENCFF504GSG"
SUCLG1,K562,ENCSR101OPF,ENCSR620PUP,"ENCFF895XAK,ENCFF269LWS,ENCFF657QGK,ENCFF484NIT","ENCFF526SEE,ENCFF041TND","ENCFF746ONA,ENCFF941HOT",ENCFF381DTS,ENCFF655QSO,ENCFF447WMB,ENCFF766MDT,ENCFF174OLB,ENCFF166ECC,non-target,"ENCFF548VUD,ENCFF818RDZ,ENCFF803FSB,ENCFF827KTS","ENCFF341FFK,ENCFF569CWO","ENCFF386LNA,ENCFF815ZLH"
GLRX3,K562,ENCSR874DVZ,ENCSR174OYC,"ENCFF666VEN,ENCFF379GSQ,ENCFF862BYB,ENCFF414CSV","ENCFF902MXK,ENCFF688VZD","ENCFF184YTT,ENCFF190EYP",ENCFF689LTN,ENCFF391RGX,ENCFF473QZO,ENCFF898TGB,ENCFF962TKW,ENCFF267HWX,non-target,"ENCFF361BPK,ENCFF826EEI,ENCFF605WBD,ENCFF508COB","ENCFF803MMD,ENCFF351XSJ","ENCFF629SOF,ENCFF310TYD"
SRFBP1,K562,ENCSR813NZP,ENCSR572FFX,"ENCFF578FTQ,ENCFF818ETK,ENCFF126ZVT,ENCFF518IEU","ENCFF453EPK,ENCFF076WTP","ENCFF014CSM,ENCFF775BZA",ENCFF043PZS,ENCFF606ZWH,ENCFF402QYG,ENCFF504MJU,ENCFF155CTB,ENCFF464OMQ,non-target,"ENCFF561XEM,ENCFF023EZN,ENCFF447KSW,ENCFF111AWS","ENCFF275ZEJ,ENCFF264YZI","ENCFF863EKL,ENCFF661LLS"
YBX3,K562,ENCSR306EIU,ENCSR667PLJ,"ENCFF258ZRG,ENCFF275JTF,ENCFF247PAT,ENCFF355BAW","ENCFF983UEX,ENCFF782PSZ","ENCFF375ZNG,ENCFF766WHI",ENCFF906WAY,ENCFF737GLT,ENCFF868TMB,ENCFF604RKO,ENCFF442XLK,ENCFF408JRP,non-target,"ENCFF981SWJ,ENCFF087MDC,ENCFF326WTJ,ENCFF767QZM","ENCFF804JHE,ENCFF490QNF","ENCFF015IHM,ENCFF402NWA"
EIF3D,K562,ENCSR660ETT,ENCSR661HEL,"ENCFF288NBO,ENCFF126FJI,ENCFF216AYS,ENCFF846TMX","ENCFF899OPP,ENCFF668XXO","ENCFF041UZG,ENCFF443WXY",ENCFF555FGK,ENCFF528VFH,ENCFF909OEQ,ENCFF099HFR,ENCFF179LWJ,ENCFF748NUG,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
TBRG4,K562,ENCSR079IPT,ENCSR344XID,"ENCFF017MUK,ENCFF195MFO,ENCFF108ABJ,ENCFF931KYD","ENCFF887PDR,ENCFF531JMM","ENCFF852HJF,ENCFF449KPL",ENCFF761XQL,ENCFF313GJU,ENCFF959LEZ,ENCFF321UGR,ENCFF021BQV,ENCFF070FGA,non-target,"ENCFF799FEY,ENCFF686ZOZ,ENCFF891EGO,ENCFF667EXM","ENCFF265ZZB,ENCFF970PYT","ENCFF040ZLI,ENCFF170EPB"
SMNDC1,K562,ENCSR408SDL,ENCSR815CVQ,"ENCFF285TAQ,ENCFF587IKN,ENCFF594BHL,ENCFF651UOX","ENCFF609OSD,ENCFF160AIN","ENCFF509CEL,ENCFF425VEN",ENCFF077YHI,ENCFF067KGT,ENCFF847KQP,ENCFF268DBV,ENCFF889MGU,ENCFF379UPP,non-target,"ENCFF312ANF,ENCFF124WIZ,ENCFF339ZUH,ENCFF292HLM","ENCFF461TSD,ENCFF985IXD","ENCFF098AIT,ENCFF504GSG"
FXR2,K562,ENCSR376GHG,ENCSR828YEB,"ENCFF107JST,ENCFF874XXC,ENCFF573HIO,ENCFF396KYT","ENCFF492VFE,ENCFF181NHE","ENCFF391OYG,ENCFF780OGP",ENCFF782DYG,ENCFF324HSM,ENCFF057FAD,ENCFF814TSB,ENCFF480HQW,ENCFF252GCS,non-target,"ENCFF713NLI,ENCFF885FZS,ENCFF013IJN,ENCFF927CUY","ENCFF058XTD,ENCFF822WNV","ENCFF253OTE,ENCFF151KER"
HSPD1,K562,ENCSR222ABK,ENCSR032YMP,"ENCFF471KTZ,ENCFF897YAS,ENCFF097IXL,ENCFF678IOI","ENCFF912RTR,ENCFF417BVU","ENCFF452YNE,ENCFF281THJ",ENCFF113HNJ,ENCFF529QUK,ENCFF849LPB,ENCFF279SDZ,ENCFF661WVP,ENCFF017ZCX,non-target,"ENCFF743EKS,ENCFF553PEN,ENCFF352SRA,ENCFF852RBO","ENCFF471AKF,ENCFF083EEO","ENCFF951HPS,ENCFF809LLU"
PCBP2,K562,ENCSR648QFY,ENCSR129RWD,"ENCFF580RBD,ENCFF742FRP,ENCFF223LTB,ENCFF279MDC","ENCFF566DJY,ENCFF597WPS","ENCFF393NGI,ENCFF955HDY",ENCFF464TAQ,ENCFF139HWV,ENCFF420GAH,ENCFF011TFJ,ENCFF700DQU,ENCFF194NYR,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
PABPN1,K562,ENCSR416ZJH,ENCSR164MUK,"ENCFF616PSW,ENCFF687PZS,ENCFF273CYL,ENCFF018JDZ","ENCFF214TTT,ENCFF173EOE","ENCFF875HVD,ENCFF574WHT",ENCFF881GMG,ENCFF599ZAM,ENCFF185CIV,ENCFF315EYV,ENCFF079NNW,ENCFF004BBT,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
POLR2G,K562,ENCSR580TGX,ENCSR341TTW,"ENCFF476GOQ,ENCFF130DUK,ENCFF981FSJ,ENCFF193JEE","ENCFF797KWX,ENCFF857BZH","ENCFF075LPN,ENCFF448RPM",ENCFF475HOO,ENCFF370BAU,ENCFF748PFF,ENCFF541NBF,ENCFF246WJO,ENCFF621BEZ,non-target,"ENCFF378KNS,ENCFF467IYJ,ENCFF860BAF,ENCFF593JVU","ENCFF088NOQ,ENCFF986GCV","ENCFF991WLV,ENCFF201DUU"
DDX21,K562,ENCSR384LKC,ENCSR163JUC,"ENCFF761WMV,ENCFF423NOE,ENCFF704MDH,ENCFF305QYC","ENCFF788HMQ,ENCFF803DKZ","ENCFF587DCA,ENCFF025TLM",ENCFF336PTW,ENCFF341UPH,ENCFF394XPF,ENCFF935PGM,ENCFF916VPR,ENCFF975XNQ,non-target,"ENCFF076EAI,ENCFF478ILB,ENCFF102NCM,ENCFF875FRI","ENCFF157TKC,ENCFF739JDP","ENCFF412XQF,ENCFF564TZO"
PUM2,K562,ENCSR118XYK,ENCSR620PUP,"ENCFF617SWH,ENCFF351NXZ,ENCFF941JGA,ENCFF648XTO","ENCFF960VON,ENCFF275JUI","ENCFF057TBB,ENCFF258HKP",ENCFF893TSP,ENCFF196PBV,ENCFF838AAM,ENCFF954GSC,ENCFF801SMN,ENCFF789WBJ,non-target,"ENCFF548VUD,ENCFF818RDZ,ENCFF803FSB,ENCFF827KTS","ENCFF341FFK,ENCFF569CWO","ENCFF386LNA,ENCFF815ZLH"
RBFOX2,K562,ENCSR336DFS,ENCSR667PLJ,"ENCFF295UBK,ENCFF977IBG,ENCFF588WPC,ENCFF187PBG","ENCFF432VAC,ENCFF669OBX","ENCFF110PYC,ENCFF206TXH",ENCFF416LTY,ENCFF958ODW,ENCFF651WQO,ENCFF312ZQG,ENCFF543QQV,ENCFF483HSO,non-target,"ENCFF981SWJ,ENCFF087MDC,ENCFF326WTJ,ENCFF767QZM","ENCFF804JHE,ENCFF490QNF","ENCFF015IHM,ENCFF402NWA"
AUH,K562,ENCSR395FYF,ENCSR718EWL,"ENCFF100QGP,ENCFF613DPG,ENCFF929PGD,ENCFF897IJA","ENCFF956HDW,ENCFF868DGD","ENCFF057FDU,ENCFF395IAV",ENCFF416MUF,ENCFF139ACX,ENCFF511WJN,ENCFF323UVX,ENCFF467HML,ENCFF373QSO,non-target,"ENCFF409FXM,ENCFF698ZGA,ENCFF357AKH,ENCFF113MXN","ENCFF995IVQ,ENCFF713RDR","ENCFF699ZGX,ENCFF266DWI"
PABPC1,K562,ENCSR192GBD,ENCSR419JMU,"ENCFF673ANB,ENCFF380NPY,ENCFF968JSN,ENCFF141GMF","ENCFF392WTI,ENCFF561OVU","ENCFF743SKU,ENCFF928JVK",ENCFF715TEP,ENCFF162WBK,ENCFF055UHI,ENCFF522GKG,ENCFF859URU,ENCFF944AMM,non-target,"ENCFF447KSW,ENCFF111AWS,ENCFF539FEL,ENCFF276RDY","ENCFF264YZI,ENCFF742XEQ","ENCFF661LLS,ENCFF912ATD"
GPKOW,K562,ENCSR967QNT,ENCSR424QCW,"ENCFF134XDZ,ENCFF145FQY,ENCFF469UTG,ENCFF289EBA","ENCFF122EWD,ENCFF152ZSQ","ENCFF017JRP,ENCFF606BSE",ENCFF716VWT,ENCFF435FAZ,ENCFF307UAR,ENCFF817STG,ENCFF837PDM,ENCFF703LVO,non-target,"ENCFF791HTS,ENCFF691MJX,ENCFF078MXU,ENCFF656RXL","ENCFF847DQL,ENCFF523LXJ","ENCFF726AVK,ENCFF945TIU"
WDR43,K562,ENCSR341PZW,ENCSR174OYC,"ENCFF508RPC,ENCFF423TCH,ENCFF973JAQ,ENCFF836KMN","ENCFF979KKR,ENCFF141NGN","ENCFF075QNL,ENCFF416MHI",ENCFF814SAO,ENCFF639VBQ,ENCFF667KCV,ENCFF103KIX,ENCFF599IUI,ENCFF956MZU,non-target,"ENCFF361BPK,ENCFF826EEI,ENCFF605WBD,ENCFF508COB","ENCFF803MMD,ENCFF351XSJ","ENCFF629SOF,ENCFF310TYD"
XRCC6,K562,ENCSR232CPD,ENCSR815CVQ,"ENCFF691IWS,ENCFF457NBN,ENCFF085RPO,ENCFF664MUY","ENCFF641UXR,ENCFF631VNP","ENCFF724UAH,ENCFF856EDS",ENCFF232WOH,ENCFF969FMS,ENCFF589RLU,ENCFF855TAV,ENCFF144YCH,ENCFF139HXY,non-target,"ENCFF312ANF,ENCFF124WIZ,ENCFF339ZUH,ENCFF292HLM","ENCFF461TSD,ENCFF985IXD","ENCFF098AIT,ENCFF504GSG"
TAF15,K562,ENCSR611ZAL,ENCSR344XID,"ENCFF337CYW,ENCFF756UPV,ENCFF404HHT,ENCFF866JYH","ENCFF409FTS,ENCFF817ZBH","ENCFF687JUV,ENCFF375DLF",ENCFF964AMX,ENCFF251MZG,ENCFF095EFG,ENCFF777NJQ,ENCFF079WOF,ENCFF279MEX,non-target,"ENCFF799FEY,ENCFF686ZOZ,ENCFF891EGO,ENCFF667EXM","ENCFF265ZZB,ENCFF970PYT","ENCFF040ZLI,ENCFF170EPB"
SF3A3,K562,ENCSR454KYR,ENCSR174OYC,"ENCFF316ENI,ENCFF325VMJ,ENCFF818PGA,ENCFF566CSH","ENCFF839PQL,ENCFF319HLX","ENCFF509MNE,ENCFF359DVT",ENCFF237ATA,ENCFF912JIE,ENCFF559EXK,ENCFF206XZV,ENCFF455GAT,ENCFF529OTB,non-target,"ENCFF361BPK,ENCFF826EEI,ENCFF605WBD,ENCFF508COB","ENCFF803MMD,ENCFF351XSJ","ENCFF629SOF,ENCFF310TYD"
ZRANB2,K562,ENCSR850PWM,ENCSR815CVQ,"ENCFF899MED,ENCFF880DON,ENCFF308UBT,ENCFF953CAQ","ENCFF711XIL,ENCFF741YOK","ENCFF360UHY,ENCFF420MSL",ENCFF968VDC,ENCFF598EXB,ENCFF274HKW,ENCFF717FLQ,ENCFF152QYS,ENCFF563GGE,non-target,"ENCFF312ANF,ENCFF124WIZ,ENCFF339ZUH,ENCFF292HLM","ENCFF461TSD,ENCFF985IXD","ENCFF098AIT,ENCFF504GSG"
PUM1,K562,ENCSR745WVZ,ENCSR620PUP,"ENCFF503FXG,ENCFF522RTK,ENCFF165QZZ,ENCFF916QRY","ENCFF909SWB,ENCFF365GIK","ENCFF211IJR,ENCFF358VPW",ENCFF478KFL,ENCFF427TYR,ENCFF376AOE,ENCFF872NIS,ENCFF795VTB,ENCFF602DSS,non-target,"ENCFF548VUD,ENCFF818RDZ,ENCFF803FSB,ENCFF827KTS","ENCFF341FFK,ENCFF569CWO","ENCFF386LNA,ENCFF815ZLH"
PUS1,K562,ENCSR618IQH,ENCSR143COQ,"ENCFF026KAZ,ENCFF734JOA,ENCFF167BIH,ENCFF831SXK","ENCFF160QDQ,ENCFF902AYT","ENCFF741YZE,ENCFF166GXV",ENCFF709VES,ENCFF387LKP,ENCFF103TDE,ENCFF692PAI,ENCFF580KVK,ENCFF278ACM,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
RBM22,K562,ENCSR947OIM,ENCSR129RWD,"ENCFF496FRF,ENCFF062FPH,ENCFF589MCF,ENCFF036HBQ","ENCFF016WOB,ENCFF535LRB","ENCFF668DEX,ENCFF928PPO",ENCFF207WTW,ENCFF188ZRM,ENCFF008WLY,ENCFF325SBC,ENCFF698POK,ENCFF118GHZ,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
BCCIP,K562,ENCSR606QIX,ENCSR245BNJ,"ENCFF616RVM,ENCFF727UXZ,ENCFF182DFD,ENCFF181JWY","ENCFF162FCE,ENCFF187URW","ENCFF742UKH,ENCFF569JDE",ENCFF111VXC,ENCFF918GIJ,ENCFF863FZZ,ENCFF048PCQ,ENCFF944OQI,ENCFF593NAM,non-target,"ENCFF551UKL,ENCFF769DTH,ENCFF454RKS,ENCFF224TRL","ENCFF674JPQ,ENCFF362TIW","ENCFF974XIU,ENCFF982PUC"
AQR,K562,ENCSR624OUI,ENCSR718EWL,"ENCFF676PVW,ENCFF511CQD,ENCFF046XSC,ENCFF507CET","ENCFF708KOZ,ENCFF395QMQ","ENCFF978OIZ,ENCFF399KUC",ENCFF714KKD,ENCFF898KQC,ENCFF161EMZ,ENCFF894CAE,ENCFF829UYD,ENCFF903SBO,non-target,"ENCFF409FXM,ENCFF698ZGA,ENCFF357AKH,ENCFF113MXN","ENCFF995IVQ,ENCFF713RDR","ENCFF699ZGX,ENCFF266DWI"
HNRNPA2B1,K562,ENCSR794NUE,ENCSR164MUK,"ENCFF280ZKM,ENCFF358VMZ,ENCFF749XCZ,ENCFF600KMB","ENCFF124HNG,ENCFF083YAC","ENCFF704VJC,ENCFF752ZRF",ENCFF843HTU,ENCFF064QQG,ENCFF561JIB,ENCFF655TEV,ENCFF649AAX,ENCFF110NXI,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
AGGF1,K562,ENCSR812TLY,ENCSR143COQ,"ENCFF209AWZ,ENCFF238NHD,ENCFF748SUN,ENCFF721LCE","ENCFF492ABJ,ENCFF762MIT","ENCFF310IUP,ENCFF625RUL",ENCFF567DFZ,ENCFF351NEY,ENCFF762CFC,ENCFF199ATX,ENCFF004RAH,ENCFF987TZU,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
PCBP1,K562,ENCSR545AIK,ENCSR129RWD,"ENCFF578LVR,ENCFF485RQH,ENCFF710KDJ,ENCFF894ZLI","ENCFF946HJE,ENCFF052BCE","ENCFF794NYQ,ENCFF476GIP",ENCFF450NTX,ENCFF677KWG,ENCFF387IWI,ENCFF575IFM,ENCFF716GSY,ENCFF109SJG,non-target,"ENCFF726LTF,ENCFF569YVH,ENCFF781HCE,ENCFF121QGM","ENCFF019XTR,ENCFF178NNK","ENCFF717QPG,ENCFF185JIF"
MAK16,K562,ENCSR517JHY,ENCSR143COQ,"ENCFF311WNG,ENCFF238RQR,ENCFF289PQM,ENCFF592DKQ","ENCFF678ECU,ENCFF166ZDA","ENCFF019QAW,ENCFF663PLT",ENCFF617XCD,ENCFF475LQD,ENCFF141PMU,ENCFF917VWF,ENCFF700OIK,ENCFF091AWC,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
DDX19B,K562,ENCSR281IUF,ENCSR143COQ,"ENCFF942ZQA,ENCFF906YOC,ENCFF765JVM,ENCFF274IFL","ENCFF676XJB,ENCFF998TLB","ENCFF856WWK,ENCFF105KWF",ENCFF094TIP,ENCFF865DLZ,ENCFF238UTM,ENCFF964IIF,ENCFF542WSE,ENCFF632YFI,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
CPSF7,K562,ENCSR222LRL,ENCSR667PLJ,"ENCFF582ITO,ENCFF592OVU,ENCFF283JYV,ENCFF298RTC","ENCFF141YGM,ENCFF794DUK","ENCFF874DBC,ENCFF016KXK",ENCFF576MBS,ENCFF393BNN,ENCFF269SCG,ENCFF645NQZ,ENCFF261GXE,ENCFF484HIK,non-target,"ENCFF981SWJ,ENCFF087MDC,ENCFF326WTJ,ENCFF767QZM","ENCFF804JHE,ENCFF490QNF","ENCFF015IHM,ENCFF402NWA"
SSRP1,K562,ENCSR902WSK,ENCSR032YMP,"ENCFF483XPE,ENCFF679KIM,ENCFF177ACE,ENCFF652FFP","ENCFF266SNR,ENCFF630HEN","ENCFF447NAE,ENCFF737XCT",ENCFF050PMV,ENCFF950VOR,ENCFF105TDC,ENCFF305AMD,ENCFF330SBB,ENCFF494YIL,non-target,"ENCFF743EKS,ENCFF553PEN,ENCFF352SRA,ENCFF852RBO","ENCFF471AKF,ENCFF083EEO","ENCFF951HPS,ENCFF809LLU"
PPP1R8,K562,ENCSR844QNT,ENCSR164MUK,"ENCFF903WCH,ENCFF191JPS,ENCFF539KOW,ENCFF964YSU","ENCFF743GFT,ENCFF902AHB","ENCFF640HHS,ENCFF826FLR",ENCFF847PDS,ENCFF247DTZ,ENCFF048KCN,ENCFF654LYN,ENCFF835BVA,ENCFF220GZT,non-target,"ENCFF273KVQ,ENCFF751LOM,ENCFF767CVZ,ENCFF791XKE","ENCFF669VSB,ENCFF209PLP","ENCFF248BGZ,ENCFF895SDN"
FUBP3,K562,ENCSR373KOF,ENCSR913CAE,"ENCFF488JSY,ENCFF986EEV,ENCFF708YNY,ENCFF721KDE","ENCFF871ARC,ENCFF274JSY","ENCFF812ALJ,ENCFF789TFH",ENCFF025IAH,ENCFF025ONT,ENCFF394PMM,ENCFF801CGE,ENCFF171PED,ENCFF147JJA,non-target,"ENCFF017WXT,ENCFF510GOL,ENCFF759IRT,ENCFF963MPW","ENCFF309OOI,ENCFF092XAP","ENCFF818KUW,ENCFF115OOZ"
EIF2S2,K562,ENCSR076PMZ,ENCSR118EFE,"ENCFF611IYB,ENCFF990LNB,ENCFF648TGB,ENCFF537EIB","ENCFF988QUT,ENCFF751ZEN","ENCFF776NPG,ENCFF509VXH",ENCFF582IVK,ENCFF196NLV,ENCFF332GXP,ENCFF751QDZ,ENCFF484PRX,ENCFF770AXB,non-target,"ENCFF872SLD,ENCFF076BTH,ENCFF766SOB,ENCFF276SQQ","ENCFF355KZZ,ENCFF528NYY","ENCFF454VDO,ENCFF333ZSQ"
SMN1,K562,ENCSR129ROE,ENCSR419JMU,"ENCFF202RJH,ENCFF911PIU,ENCFF871QXZ,ENCFF224DOE","ENCFF652ZSL,ENCFF654YRW","ENCFF090QNR,ENCFF845ABX",ENCFF501VSY,ENCFF604LEN,ENCFF720EFD,ENCFF449ULP,ENCFF306YQV,ENCFF085RPK,non-target,"ENCFF447KSW,ENCFF111AWS,ENCFF539FEL,ENCFF276RDY","ENCFF264YZI,ENCFF742XEQ","ENCFF661LLS,ENCFF912ATD"
EIF4G2,K562,ENCSR040FSN,ENCSR620PUP,"ENCFF837IUI,ENCFF109MZF,ENCFF680ODC,ENCFF840EOK","ENCFF617NHT,ENCFF240PBV","ENCFF529PDO,ENCFF618DCX",ENCFF664ZUO,ENCFF555UHC,ENCFF664PUC,ENCFF626PEZ,ENCFF217YTS,ENCFF918AUS,non-target,"ENCFF548VUD,ENCFF818RDZ,ENCFF803FSB,ENCFF827KTS","ENCFF341FFK,ENCFF569CWO","ENCFF386LNA,ENCFF815ZLH"
SRSF4,K562,ENCSR905NIK,ENCSR772DUM,"ENCFF103ZTW,ENCFF097YET,ENCFF485AVX,ENCFF191FIB","ENCFF924ECF,ENCFF804MGA","ENCFF351WXH,ENCFF052ZHR",ENCFF019IZV,ENCFF930NLB,ENCFF453BHS,ENCFF840WYU,ENCFF598JCC,ENCFF489DBO,non-target,"ENCFF333TBJ,ENCFF761TJL,ENCFF119BHG,ENCFF408PSV","ENCFF514VCY,ENCFF214DWG","ENCFF433KMG,ENCFF175DQA"
AATF,K562,ENCSR973QSV,ENCSR815CVQ,"ENCFF942RFB,ENCFF913LND,ENCFF404RRH,ENCFF674JZT","ENCFF437YII,ENCFF509JMI","ENCFF472OXR,ENCFF850LOQ",ENCFF984BOY,ENCFF079CWX,ENCFF944OXC,ENCFF315SQX,ENCFF096VAH,ENCFF329KEM,non-target,"ENCFF312ANF,ENCFF124WIZ,ENCFF339ZUH,ENCFF292HLM","ENCFF461TSD,ENCFF985IXD","ENCFF098AIT,ENCFF504GSG"
QKI,K562,ENCSR256PLH,ENCSR344XID,"ENCFF828FHF,ENCFF789ILZ,ENCFF870YVZ,ENCFF998DSY","ENCFF280ZIB,ENCFF708KBX","ENCFF480DCK,ENCFF329EXH",ENCFF143RGZ,ENCFF948ZHM,ENCFF572LJH,ENCFF939ANJ,ENCFF508ZAN,ENCFF811JSO,non-target,"ENCFF799FEY,ENCFF686ZOZ,ENCFF891EGO,ENCFF667EXM","ENCFF265ZZB,ENCFF970PYT","ENCFF040ZLI,ENCFF170EPB"
DDX51,K562,ENCSR029LGJ,ENCSR661HEL,"ENCFF144IZI,ENCFF634NUL,ENCFF893DVI,ENCFF701BZS","ENCFF772MUC,ENCFF402FXS","ENCFF591NPO,ENCFF349RMY",ENCFF256IAV,ENCFF946HDP,ENCFF493ZTT,ENCFF174GNM,ENCFF723PRL,ENCFF144LPF,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
DDX1,K562,ENCSR208GPE,ENCSR667PLJ,"ENCFF184FWX,ENCFF127FKO,ENCFF982RUK,ENCFF461JUR","ENCFF083FIL,ENCFF330IVL","ENCFF678HHM,ENCFF551GXQ",ENCFF083XAJ,ENCFF167AUM,ENCFF477NUX,ENCFF006HRX,ENCFF249PHP,ENCFF349JPY,non-target,"ENCFF981SWJ,ENCFF087MDC,ENCFF326WTJ,ENCFF767QZM","ENCFF804JHE,ENCFF490QNF","ENCFF015IHM,ENCFF402NWA"
UCHL5,K562,ENCSR678MVE,ENCSR661HEL,"ENCFF160TYC,ENCFF325REU,ENCFF748VED,ENCFF012BUA","ENCFF426LFJ,ENCFF425UUU","ENCFF514ABQ,ENCFF920OQQ",ENCFF459KUZ,ENCFF366JRE,ENCFF867VHL,ENCFF545QNE,ENCFF581WGW,ENCFF797MFS,non-target,"ENCFF539FEL,ENCFF276RDY,ENCFF325DLF,ENCFF616AQI","ENCFF742XEQ,ENCFF519YTY","ENCFF912ATD,ENCFF539FKS"
PPIL4,K562,ENCSR556FNN,ENCSR419JMU,"ENCFF449PCH,ENCFF195LHK,ENCFF144QRE,ENCFF981ZVY","ENCFF357KGH,ENCFF666FXJ","ENCFF703ZAF,ENCFF007URG",ENCFF255VJU,ENCFF061BIY,ENCFF266OID,ENCFF278GHD,ENCFF938ZIO,ENCFF085CSB,non-target,"ENCFF447KSW,ENCFF111AWS,ENCFF539FEL,ENCFF276RDY","ENCFF264YZI,ENCFF742XEQ","ENCFF661LLS,ENCFF912ATD"
KIF1C,K562,ENCSR823WTA,ENCSR143COQ,"ENCFF267TKW,ENCFF600JAQ,ENCFF305WXM,ENCFF276WBM","ENCFF029LDF,ENCFF982SYC","ENCFF484PBC,ENCFF484KAO",ENCFF634VKK,ENCFF543KMJ,ENCFF049XSO,ENCFF084HCY,ENCFF412HSY,ENCFF820RYG,non-target,"ENCFF496RXN,ENCFF865MIT,ENCFF160WAF,ENCFF682YLE","ENCFF695KEA,ENCFF848JJM","ENCFF623URV,ENCFF400RTX"
DNAJC21,K562,ENCSR079LMZ,ENCSR667PLJ,"ENCFF794HTC,ENCFF800AGI,ENCFF039XRD,ENCFF467ZQZ","ENCFF266DIJ,ENCFF874NAQ","ENCFF297NHR,ENCFF833XFC",ENCFF414IFE,ENCFF575YNP,ENCFF351ERN,ENCFF390YCR,ENCFF244LOJ,ENCFF462EXV,non-target,"ENCFF981SWJ,ENCFF087MDC,ENCFF326WTJ,ENCFF767QZM","ENCFF804JHE,ENCFF490QNF","ENCFF015IHM,ENCFF402NWA"
