group_id	chunk_id
1581	25
29572	25
25847	25
21401	25
17076	25
17897	25
5072	25
31920	25
21510	25
9968	25
27614	25
28332	25
1559	25
4338	25
12152	25
23342	25
1747	25
31243	25
22756	25
32252	25
31920	25
26892	25
20095	25
14817	25
21510	25
5356	25
16858	25
21045	25
9968	25
464	25
12332	25
14013	25
12334	25
1176	25
18614	25
12332	25
26190	25
14855	25
2481	25
14013	25
32945	25
853	25
5704	25
30153	25
23672	25
22092	25
12334	25
28539	25
853	25
13478	25
27476	25
31003	25
5704	25
14027	25
24254	25
24619	25
28051	25
21243	25
17087	25
30153	25
31291	25
13657	25
29854	25
3962	26
13326	26
10086	26
32309	26
22648	26
12568	26
13976	26
28489	26
22517	26
352	26
29173	26
17792	26
28346	26
621	26
16413	26
7921	26
6222	26
17882	26
6216	26
28346	26
28357	26
4518	26
6280	26
621	26
18924	26
1116	26
26993	26
16413	26
5834	26
2012	26
28410	26
25697	26
4	26
7921	26
1189	26
22762	26
21978	26
5018	26
21403	26
25644	26
6222	26
4991	26
17242	26
33223	26
17882	26
27049	26
24360	26
20568	26
1189	26
1040	26
9291	26
3953	26
22762	26
27594	26
13914	26
29724	26
21978	26
27615	26
11350	26
15438	26
26195	26
4748	26
27615	26
1971	26
3901	26
29299	26
11350	26
30989	26
27287	26
10234	26
15438	26
30308	26
10061	26
17642	26
27257	27
2712	27
14897	27
19761	27
29935	27
23362	27
20602	27
13211	27
18094	27
1317	27
15914	27
30843	27
32359	27
11101	27
21646	27
25478	27
25886	27
1064	27
29935	27
20092	27
6892	27
3791	27
10516	27
27681	27
9583	27
23362	27
6912	27
18564	27
25973	27
20602	27
5715	27
20092	27
12702	27
12818	27
21218	27
6892	27
28329	27
923	27
18719	27
3791	27
798	27
15197	27
21282	27
6513	27
26011	27
4141	27
19485	27
14843	27
21282	27
16799	27
5972	27
219	27
22892	27
1644	27
12174	27
6513	27
5372	27
9421	27
3714	27
26011	27
19598	28
32246	28
24346	28
3134	28
30388	28
3253	28
5175	28
8517	28
22451	28
10539	28
21118	28
21540	28
15375	28
26668	28
5335	28
2685	28
30388	28
11658	28
24223	28
14965	28
1378	28
4617	28
15126	28
3253	28
24678	28
11180	28
19744	28
5175	28
8880	28
30347	28
2435	28
14965	28
25064	28
24913	28
4679	28
26749	28
2689	28
26222	28
1378	28
12712	28
6119	28
18071	28
4617	28
19481	28
15542	28
30908	28
18706	28
13882	28
4679	28
151	28
26564	28
11631	28
4451	28
18141	28
29109	28
26749	28
29339	28
1617	28
5887	28
2689	28
16968	29
7959	29
28570	29
20913	29
2644	29
32699	29
26092	29
8282	29
18335	29
15990	29
8628	29
5387	29
11096	29
29448	29
25369	29
16133	29
15150	29
11715	29
20801	29
16968	29
18953	29
1392	29
17938	29
7959	29
4184	29
27308	29
15012	29
28570	29
25132	29
8310	29
16133	29
4411	29
12029	29
26114	29
12123	29
7259	29
15150	29
7024	29
4793	29
2200	29
11715	29
6963	29
5266	29
14199	29
23048	29
7838	29
10276	29
11966	29
24417	29
16629	29
26114	29
8744	29
11271	29
27797	29
12123	29
1687	29
12626	29
21632	29
7259	29
23048	29
22335	29
15292	29
19653	29
7838	29
20768	29
7151	29
6191	29
10276	29
80	29
31926	29
30542	29
25014	29
79	29
8428	29
6360	29
5369	29
3965	29
28321	29
26428	29
25014	29
3477	29
23779	29
4540	29
79	29
24256	29
4756	29
25257	29
8428	29
25075	29
1578	29
32229	29
13639	29
6360	29
13123	29
6657	29
5636	29
5369	29
14160	29
17427	29
28562	29
7641	29
31434	29
12019	29
3965	29
32029	29
14160	29
32618	29
27136	29
19158	29
17427	29
21932	29
22830	29
5192	29
28562	29
29427	29
21420	29
29095	29
24768	29
18392	29
29095	29
30149	29
17359	29
29069	29
10795	29
22084	29
15311	29
24768	29
11504	29
17606	29
1718	29
18392	29
7728	29
23218	29
17580	29
30648	30
21261	30
4903	30
28261	30
14919	30
6976	30
14189	30
5453	30
4142	30
25981	30
11257	30
716	30
18623	30
12413	30
967	30
29491	30
18623	30
11343	30
8248	30
7438	30
12413	30
10031	30
28881	30
2467	30
967	30
7230	30
1526	30
11608	30
357	30
5287	30
11608	30
2253	30
22985	30
12212	30
5542	30
5974	30
12032	30
357	30
22682	30
14874	30
28575	30
5287	30
18894	30
32347	30
727	30
7036	31
30684	31
17221	31
13544	31
24032	31
686	31
2388	31
21831	31
20255	31
30232	31
20903	31
9893	31
19937	31
28060	31
19502	31
26342	31
19937	31
6219	31
25829	31
2057	31
28060	31
32395	31
4157	31
7469	31
19502	31
9626	31
7392	31
5248	31
19148	31
13947	31
15898	32
7406	32
15640	32
28776	32
10512	32
10101	32
10759	32
21745	32
29425	32
11086	32
23861	32
628	32
12448	32
32077	32
9598	32
17156	32
19287	32
10512	32
6409	32
31594	32
32734	32
10101	32
16143	32
9012	32
6189	32
10759	32
11341	32
8484	32
17776	32
7570	32
22433	32
17906	32
8484	32
5222	32
408	32
15756	32
17776	32
15509	32
11792	32
32492	32
11019	32
2378	32
21663	32
7570	32
7497	32
3365	33
22247	33
11874	33
18408	33
26826	33
23826	33
29075	33
11207	33
14353	33
20370	33
2830	33
20116	33
12168	33
10446	33
25681	33
8952	33
476	33
30951	33
3365	33
26872	33
8501	33
8502	33
22247	33
6249	33
22834	33
15077	33
11874	33
23343	33
6242	33
15078	33
7208	33
12189	33
28083	33
8952	33
9418	33
19510	33
27241	33
476	33
25357	33
30315	33
2663	33
30951	33
2623	33
27061	33
2414	33
33288	34
22622	34
29058	34
22786	34
27569	34
15410	34
13467	34
2760	34
7707	34
13362	34
1927	34
31247	34
25920	34
15575	34
3209	34
10733	34
32967	34
27569	34
26523	34
3949	34
8601	34
15410	34
16991	34
32795	34
3870	34
13467	34
7659	34
24914	34
30350	34
13637	34
7606	34
17377	34
8251	34
24914	34
13864	34
13359	34
32602	34
30350	34
3894	34
18869	34
10451	34
1304	34
10209	34
10432	34
13637	34
26542	34
16248	34
21001	34
3894	34
2021	34
4058	34
32211	34
18869	34
21528	34
14827	34
112	34
10451	34
11676	34
28110	34
29343	34
1252	34
8399	34
9945	34
11676	34
23857	34
591	34
16852	34
28110	34
26163	34
16050	34
11300	34
29343	34
11344	34
11632	34
5673	34
26187	34
23969	34
11344	34
23023	34
5184	34
1031	34
11632	34
980	34
5111	34
9438	34
5673	34
7256	34
30279	34
19780	34
28161	34
30279	34
13271	34
15479	34
4775	34
19780	34
12511	34
2089	34
20938	34
18544	34
22543	34
10790	34
28161	34
11355	34
32397	34
33067	34
18133	35
26184	35
27245	35
13011	35
23890	35
25154	35
14364	35
26654	35
30707	35
5239	35
25431	35
19957	35
389	35
26525	35
26789	35
4298	35
30336	35
13188	35
23400	35
16060	35
13296	35
18133	35
268	35
32752	35
20914	35
26184	35
25289	35
23653	35
18279	35
27245	35
4298	35
14260	35
21074	35
20118	35
30336	35
14327	35
17176	35
24749	35
13188	35
1820	35
16637	35
21124	35
22631	35
32400	35
29595	35
6726	36
10965	36
23206	36
28070	36
15295	36
8560	36
22814	36
30483	36
6811	36
12417	36
1980	36
32438	36
7363	36
25510	36
20601	36
29526	36
6726	36
28005	36
28521	36
29582	36
10965	36
30938	36
19238	36
16149	36
7711	36
9844	36
173	36
23206	36
2485	36
20297	36
27584	36
4887	36
4426	36
16149	36
27907	36
21836	36
2231	36
18060	36
33156	36
7978	36
7711	36
26470	36
21451	36
29747	36
9844	36
18803	36
21722	36
2662	36
27907	36
17172	36
29220	36
30697	36
21836	36
14077	36
12910	36
8909	36
2231	36
12739	36
10439	36
22044	36
24571	36
12739	36
28528	36
23313	36
8302	36
10439	36
26646	36
27484	36
11514	36
22044	36
2510	36
26958	36
8385	36
17618	36
11757	36
47	36
2116	36
28192	36
8385	36
29107	36
23161	36
15040	36
14089	36
13681	36
3979	36
17618	36
32665	36
8906	36
4886	36
11757	36
1352	36
21019	36
513	36
29107	36
12589	36
31574	36
18644	36
23161	36
33034	36
2728	36
704	36
15040	36
30202	36
7009	36
30883	36
31188	36
30202	36
20310	36
7033	36
22691	36
7009	36
22722	36
15009	36
30110	36
30883	36
8278	36
7886	36
23136	36
10565	36
27014	36
14978	36
23136	36
14860	36
7859	36
3425	36
11627	36
31316	36
25980	36
10565	36
21728	36
22698	36
25237	36
27014	36
12228	36
21662	36
10410	36
21848	36
68	36
3425	36
15271	36
10196	36
25548	36
6195	36
3305	36
8653	36
11627	36
5986	36
7884	36
30851	36
31316	36
3733	36
13933	36
30512	36
15271	36
25349	36
32501	36
4468	36
10196	36
3847	36
27378	36
8695	36
25548	36
5924	36
21248	36
20037	36
5924	36
4864	36
31767	36
9500	36
21248	36
10293	36
9676	36
11281	36
20037	36
10844	36
27531	36
32367	36
5037	36
16128	36
19037	36
27421	36
30619	36
29827	36
24361	36
14125	36
20099	36
5037	36
5945	36
20088	36
12094	36
16128	36
12453	36
2399	36
32853	36
19037	36
27421	36
1885	36
4837	36
12685	36
30619	36
19769	36
20030	36
12238	36
29827	36
31032	36
10179	36
3854	36
21480	36
14284	36
2523	36
28397	36
15429	36
19862	36
8140	36
26183	36
547	36
21480	36
10428	36
6853	36
10529	36
14284	36
6313	36
11439	36
28131	36
2523	36
8201	36
26102	36
28397	36
6494	36
16640	36
24675	36
15429	36
26977	36
6917	36
20012	36
19862	36
13590	36
12381	36
4530	36
9327	36
4506	36
22995	36
13377	36
12381	36
17551	36
10045	36
26831	36
4530	36
4144	36
23424	36
30212	36
693	36
32917	36
30887	36
9327	36
6384	36
4144	36
19257	36
28714	36
4998	36
23424	36
19095	36
10248	36
373	36
30212	36
20700	36
24035	36
7045	36
23363	36
31098	36
619	36
23431	36
23818	36
7045	36
2088	36
19994	36
12298	36
31359	36
21553	36
21829	36
23363	36
30626	36
14028	36
32285	36
31098	36
26452	36
8657	36
22386	36
2088	36
22661	36
14602	36
29160	36
19994	36
15361	36
5864	36
3203	36
12298	36
9829	36
13086	36
8106	36
19284	36
9829	36
1537	36
17385	36
17748	36
13086	36
5540	36
22196	36
16841	36
8106	36
2499	36
16303	36
14233	36
32732	36
2770	36
8752	36
16844	36
1517	36
14233	36
7931	36
12779	36
11427	36
26988	36
13563	36
14350	36
32732	36
4177	36
21554	36
2224	36
2770	36
23515	36
26129	36
17039	36
7931	36
18377	36
10964	36
24844	36
12779	36
5637	36
15333	36
12293	36
11427	36
18890	36
9569	36
3148	36
14989	36
18890	36
27380	36
10175	36
21757	36
9569	36
15677	36
555	36
6108	36
3148	36
11791	36
9434	36
19015	36
3826	36
4565	36
15096	36
19015	36
23769	36
7206	36
16040	36
7338	36
29933	36
29525	36
3826	36
12964	36
24349	36
20662	36
4565	36
30054	36
24599	36
807	36
3929	36
3647	36
16040	36
22941	36
16171	36
6136	36
8127	36
3116	36
3327	36
7338	36
28785	36
22535	36
13648	36
29933	36
12707	36
31103	36
2555	36
22941	36
12473	36
33209	36
27588	36
16171	36
25875	36
5932	36
22774	36
6136	36
16502	36
19210	36
15192	36
16502	36
2346	36
17849	36
7006	36
19210	36
17185	36
17895	36
205	36
15192	36
27645	36
19832	36
16458	36
26398	36
30950	36
5767	36
8531	36
11725	36
17335	36
12310	36
18348	36
6970	36
26398	36
28036	36
9251	36
6774	36
30950	36
1915	36
19765	36
4908	36
5767	36
8531	36
6782	36
27188	36
18967	36
11725	36
26976	36
32368	36
21755	36
17335	36
15960	36
22096	36
11963	36
19579	36
11925	36
32444	36
14131	36
13835	36
11552	36
5017	36
1622	36
10156	36
19579	36
14135	36
11829	36
15880	36
11925	36
7691	36
18452	36
31653	36
32444	36
2781	37
30551	37
5479	37
10082	37
28362	37
1944	37
31108	37
995	37
1262	37
22184	37
3260	37
9833	37
32247	37
30087	37
11135	37
10895	38
21697	38
4132	38
20511	38
6416	38
21762	38
23514	38
23872	38
8986	38
4872	38
5737	38
25836	38
22376	38
27761	38
5381	38
18938	39
28300	39
14796	39
4001	39
25671	39
23842	39
11605	39
8018	39
25812	39
18997	39
16906	39
3837	39
15712	39
5697	39
22100	39
29503	40
24506	40
26387	40
27068	40
15464	40
3634	40
4806	40
20312	40
7561	40
30152	40
23689	40
18914	40
15906	40
23950	40
7638	40
21075	41
32106	41
31691	41
1268	41
32793	41
12669	41
17070	41
7391	41
14094	41
19115	41
13360	41
2385	41
22707	41
22006	41
32217	41
6974	41
10070	41
32353	41
22707	41
2784	41
20977	41
1832	41
22006	41
14528	41
32216	41
2857	41
32217	41
21014	41
11561	41
20865	41
22532	41
23377	41
7539	41
21014	41
12516	41
25785	41
31935	41
11561	41
12966	41
26329	41
28152	41
20865	41
24193	41
30526	41
1904	41
31981	42
28733	42
7619	42
30744	42
6061	42
25426	42
554	42
27223	42
8475	42
8043	42
14598	42
11240	42
7542	42
29833	42
8703	42
2266	42
11596	42
4003	42
27643	42
30463	42
7542	42
5566	42
9824	42
28430	42
29833	42
9595	42
12407	42
31702	42
8703	42
4440	42
9780	42
9398	42
12330	42
2266	42
24219	42
32147	42
17714	42
11596	42
1082	42
20654	42
8390	42
6685	42
6466	42
11442	42
4003	42
8543	43
21804	43
11576	43
11971	43
20161	43
1793	43
32856	43
2279	43
12601	43
11279	43
32439	43
26266	43
27127	43
3176	43
22983	43
27127	43
32520	43
22692	43
15247	43
3176	43
14844	43
10521	43
674	43
22983	43
25519	43
17312	43
28718	43
24545	43
7143	43
29261	43
6926	43
22677	43
8203	43
24545	43
31220	43
24814	43
20549	43
7143	43
12721	43
20502	43
26555	43
29261	43
18164	43
28834	43
17123	43
14447	43
12292	43
9541	43
15111	43
5807	43
8618	43
6926	43
24899	43
31692	43
23216	43
22677	43
9878	43
16902	43
450	43
8203	43
14447	43
22647	43
4373	43
21274	43
12292	43
20306	43
8961	43
7810	43
9541	43
28509	43
27458	43
16669	43
13503	43
10669	43
31202	43
3616	43
1323	43
19435	43
13503	43
9113	43
163	43
4879	43
10669	43
23551	43
23707	43
28952	43
31202	43
10035	43
168	43
15334	43
31853	44
28310	44
20912	44
25633	44
32644	44
21316	44
5929	44
5572	44
27931	44
31730	44
31430	44
28974	44
7134	44
30133	44
29235	44
7134	44
8603	44
8118	44
